시군구명,연령(구분),사업장가입자,지역가입자,임의가입자,임의계속가입자
강원도 고성군,25_29,645,217,1,0
강원도 고성군,30_34,625,227,0,0
강원도 고성군,35_39,618,244,5,0
강원도 양양군,18_19,10,22,0,0
강원도 양양군,20_24,181,202,3,0
강원도 양양군,25_29,431,242,2,0
강원도 양양군,30_34,564,227,1,0
강원도 양양군,35_39,568,261,2,0
충청북도 청주시,18_19,541,600,77,0
충청북도 청주시,20_24,8138,8663,225,0
충청북도 청주시,25_29,25594,12611,49,0
충청북도 청주시,30_34,28225,11201,79,0
충청북도 청주시,35_39,23847,9385,259,0
충청북도 충주시,18_19,121,142,17,0
충청북도 충주시,20_24,2233,1924,45,0
충청북도 충주시,25_29,6439,2554,10,0
충청북도 충주시,30_34,6725,2229,20,0
충청북도 충주시,35_39,5479,2072,51,0
충청북도 제천시,18_19,69,118,10,0
충청북도 제천시,20_24,936,1374,32,0
충청북도 제천시,25_29,2398,1486,8,0
충청북도 제천시,30_34,2487,1224,14,0
충청북도 제천시,35_39,2357,1071,20,0
충청북도 보은군,18_19,9,12,0,0
충청북도 보은군,20_24,214,181,3,0
충청북도 보은군,25_29,621,229,1,0
충청북도 보은군,30_34,741,217,4,0
충청북도 보은군,35_39,761,222,4,0
충청북도 옥천군,18_19,19,40,0,0
충청북도 옥천군,20_24,340,437,4,0
충청북도 옥천군,25_29,793,473,0,0
충청북도 옥천군,30_34,950,386,1,0
충청북도 옥천군,35_39,1076,367,7,0
충청북도 영동군,18_19,8,25,2,0
충청북도 영동군,20_24,221,299,9,0
충청북도 영동군,25_29,513,379,4,0
충청북도 영동군,30_34,543,335,1,0
충청북도 영동군,35_39,576,286,2,0
충청북도 증평군,18_19,12,32,1,0
충청북도 증평군,20_24,194,313,2,0
충청북도 증평군,25_29,566,400,1,0
충청북도 증평군,30_34,725,389,4,0
충청북도 증평군,35_39,734,366,9,0
충청북도 진천군,18_19,101,88,3,0
충청북도 진천군,20_24,1407,711,5,0
충청북도 진천군,25_29,4416,804,2,0
충청북도 진천군,30_34,5776,822,3,0
충청북도 진천군,35_39,4985,905,11,0
충청북도 괴산군,18_19,24,15,1,0
충청북도 괴산군,20_24,332,216,1,0
충청북도 괴산군,25_29,842,260,0,0
충청북도 괴산군,30_34,913,268,1,0
충청북도 괴산군,35_39,875,278,4,0
충청북도 음성군,18_19,169,58,3,0
충청북도 음성군,20_24,2307,680,8,0
충청북도 음성군,25_29,5890,877,1,0
충청북도 음성군,30_34,7393,877,3,0
충청북도 음성군,35_39,6949,856,11,0
충청북도 단양군,18_19,7,30,0,0
충청북도 단양군,20_24,112,191,4,0
충청북도 단양군,25_29,331,212,3,0
충청북도 단양군,30_34,367,184,3,0
충청북도 단양군,35_39,391,203,1,0
충청남도 천안시,18_19,729,530,63,0
충청남도 천안시,20_24,7959,7931,151,0
충청남도 천안시,25_29,22589,11202,39,0
충청남도 천안시,30_34,25713,10336,84,0
충청남도 천안시,35_39,23185,8620,219,0
충청남도 공주시,18_19,52,91,14,0
충청남도 공주시,20_24,740,1171,41,0
충청남도 공주시,25_29,2371,1230,6,0
충청남도 공주시,30_34,3288,1013,5,0
충청남도 공주시,35_39,3581,939,20,0
충청남도 보령시,18_19,47,106,5,0
충청남도 보령시,20_24,683,830,11,0
충청남도 보령시,25_29,2145,855,4,0
충청남도 보령시,30_34,2436,787,5,0
충청남도 보령시,35_39,2254,772,11,0
충청남도 아산시,18_19,302,297,52,0
충청남도 아산시,20_24,4288,3300,64,0
충청남도 아산시,25_29,12931,4382,13,0
충청남도 아산시,30_34,15366,4216,42,0
충청남도 아산시,35_39,14670,4131,147,0
충청남도 서산시,18_19,78,137,10,0
충청남도 서산시,20_24,1577,1315,29,0
충청남도 서산시,25_29,4892,1719,8,0
충청남도 서산시,30_34,5529,1644,28,0
충청남도 서산시,35_39,5831,1465,78,0
충청남도 논산시,18_19,79,85,8,0
충청남도 논산시,20_24,887,820,14,0
충청남도 논산시,25_29,2286,1110,10,0
충청남도 논산시,30_34,2566,1013,5,0
충청남도 논산시,35_39,2616,1051,12,0
충청남도 계룡시,18_19,18,31,10,0
충청남도 계룡시,20_24,138,342,27,0
충청남도 계룡시,25_29,407,461,4,0
충청남도 계룡시,30_34,597,447,8,0
충청남도 계룡시,35_39,624,412,46,0
충청남도 당진시,18_19,96,131,15,0
충청남도 당진시,20_24,1636,1207,21,0
충청남도 당진시,25_29,5015,1526,3,0
충청남도 당진시,30_34,6775,1545,20,0
충청남도 당진시,35_39,7749,1508,50,0
충청남도 금산군,18_19,33,31,0,0
충청남도 금산군,20_24,494,301,5,0
충청남도 금산군,25_29,1144,403,1,0
충청남도 금산군,30_34,1441,400,0,0
충청남도 금산군,35_39,1802,387,8,0
충청남도 부여군,18_19,19,41,3,0
충청남도 부여군,20_24,258,410,12,0
충청남도 부여군,25_29,905,510,2,0
충청남도 부여군,30_34,964,474,5,0
충청남도 부여군,35_39,1017,500,9,0
충청남도 서천군,18_19,25,21,4,0
충청남도 서천군,20_24,287,260,8,0
충청남도 서천군,25_29,939,362,3,0
충청남도 서천군,30_34,1120,350,0,0
충청남도 서천군,35_39,1037,349,2,0
충청남도 청양군,18_19,14,46,1,0
충청남도 청양군,20_24,208,297,3,0
충청남도 청양군,25_29,537,283,2,0
충청남도 청양군,30_34,575,221,2,0
충청남도 청양군,35_39,590,221,3,0
충청남도 홍성군,18_19,38,61,8,0
충청남도 홍성군,20_24,761,777,21,0
충청남도 홍성군,25_29,1836,897,4,0
충청남도 홍성군,30_34,2094,917,7,0
충청남도 홍성군,35_39,1946,945,22,0
충청남도 예산군,18_19,42,37,4,0
충청남도 예산군,20_24,633,496,14,0
충청남도 예산군,25_29,1809,645,4,0
충청남도 예산군,30_34,2160,692,4,0
충청남도 예산군,35_39,2133,692,9,0
충청남도 태안군,18_19,41,59,2,0
충청남도 태안군,20_24,324,445,8,0
충청남도 태안군,25_29,1302,541,5,0
충청남도 태안군,30_34,1483,479,4,0
충청남도 태안군,35_39,1420,534,6,0
전라북도 전주시,18_19,304,388,92,0
전라북도 전주시,20_24,4700,6919,303,0
전라북도 전주시,25_29,13452,10575,96,0
전라북도 전주시,30_34,14942,8671,56,0
전라북도 전주시,35_39,13090,6824,188,0
전라북도 군산시,18_19,121,165,21,0
전라북도 군산시,20_24,1882,2286,56,0
전라북도 군산시,25_29,5605,3109,10,0
전라북도 군산시,30_34,5964,2802,13,0
전라북도 군산시,35_39,6090,2501,66,0
전라북도 익산시,18_19,104,200,28,0
전라북도 익산시,20_24,2116,2622,90,0
전라북도 익산시,25_29,5691,3625,27,0
전라북도 익산시,30_34,6248,3117,19,0
전라북도 익산시,35_39,5918,2509,52,0
전라북도 정읍시,18_19,29,83,8,0
전라북도 정읍시,20_24,608,873,26,0
전라북도 정읍시,25_29,1711,1110,10,0
전라북도 정읍시,30_34,1874,993,7,0
전라북도 정읍시,35_39,1907,885,17,0
전라북도 남원시,18_19,24,40,9,0
전라북도 남원시,20_24,418,647,20,0
전라북도 남원시,25_29,1093,740,2,0
전라북도 남원시,30_34,1111,630,4,0
전라북도 남원시,35_39,1177,641,13,0
전라북도 김제시,18_19,48,44,6,0
전라북도 김제시,20_24,665,606,12,0
전라북도 김제시,25_29,1900,862,3,0
전라북도 김제시,30_34,2183,840,2,0
전라북도 김제시,35_39,2186,717,12,0
전라북도 완주군,18_19,53,55,4,0
전라북도 완주군,20_24,851,764,18,0
전라북도 완주군,25_29,3053,1096,5,0
전라북도 완주군,30_34,4290,1043,2,0
전라북도 완주군,35_39,3893,894,19,0
전라북도 진안군,18_19,5,15,3,0
전라북도 진안군,20_24,86,144,3,0
전라북도 진안군,25_29,294,213,0,0
전라북도 진안군,30_34,349,176,0,0
전라북도 진안군,35_39,356,155,3,0
전라북도 무주군,18_19,140,27,0,0
전라북도 무주군,20_24,331,145,3,0
전라북도 무주군,25_29,338,180,1,0
전라북도 무주군,30_34,330,163,1,0
전라북도 무주군,35_39,327,154,1,0
전라북도 장수군,18_19,7,19,0,0
전라북도 장수군,20_24,85,182,0,0
전라북도 장수군,25_29,227,159,1,0
전라북도 장수군,30_34,229,140,0,0
전라북도 장수군,35_39,296,161,2,0
전라북도 임실군,18_19,3,5,1,0
전라북도 임실군,20_24,129,133,4,0
전라북도 임실군,25_29,357,226,2,0
전라북도 임실군,30_34,460,179,2,0
전라북도 임실군,35_39,521,169,3,0
전라북도 순창군,18_19,6,21,2,0
전라북도 순창군,20_24,98,231,5,0
전라북도 순창군,25_29,281,218,1,0
전라북도 순창군,30_34,374,206,4,0
전라북도 순창군,35_39,411,173,4,0
전라북도 고창군,18_19,17,29,0,0
전라북도 고창군,20_24,222,312,4,0
전라북도 고창군,25_29,711,449,1,0
전라북도 고창군,30_34,809,422,1,0
전라북도 고창군,35_39,812,428,4,0
전라북도 부안군,18_19,12,37,3,0
전라북도 부안군,20_24,211,374,11,0
전라북도 부안군,25_29,569,398,0,0
전라북도 부안군,30_34,681,439,1,0
전라북도 부안군,35_39,755,444,4,0
전라남도 목포시,18_19,56,118,13,0
전라남도 목포시,20_24,1361,2104,46,0
전라남도 목포시,25_29,3597,3062,4,0
전라남도 목포시,30_34,3805,2484,18,0
전라남도 목포시,35_39,3567,2231,40,0
전라남도 여수시,18_19,172,305,21,0
전라남도 여수시,20_24,2713,2806,44,0
전라남도 여수시,25_29,7486,3205,10,0
전라남도 여수시,30_34,8155,2647,30,0
전라남도 여수시,35_39,7469,2326,80,0
전라남도 순천시,18_19,125,258,34,0
전라남도 순천시,20_24,1777,2946,101,0
전라남도 순천시,25_29,4981,3808,26,0
전라남도 순천시,30_34,5491,3287,24,0
전라남도 순천시,35_39,4723,2591,73,0
전라남도 나주시,18_19,134,56,7,0
전라남도 나주시,20_24,1962,885,32,0
전라남도 나주시,25_29,8216,1416,6,0
전라남도 나주시,30_34,13770,1255,11,0
전라남도 나주시,35_39,9408,1215,34,0
전라남도 광양시,18_19,61,126,15,0
전라남도 광양시,20_24,1135,1370,34,0
전라남도 광양시,25_29,4100,1956,12,0
전라남도 광양시,30_34,4889,1648,14,0
전라남도 광양시,35_39,4642,1406,51,0
전라남도 담양군,18_19,18,26,2,0
전라남도 담양군,20_24,326,301,5,0
전라남도 담양군,25_29,1044,473,0,0
전라남도 담양군,30_34,1274,422,2,0
전라남도 담양군,35_39,1199,382,6,0
전라남도 곡성군,18_19,4,18,2,0
전라남도 곡성군,20_24,132,161,5,0
전라남도 곡성군,25_29,403,243,1,0
전라남도 곡성군,30_34,420,241,0,0
전라남도 곡성군,35_39,421,193,0,0
전라남도 구례군,18_19,9,15,0,0
전라남도 구례군,20_24,104,169,4,0
전라남도 구례군,25_29,246,185,2,0
전라남도 구례군,30_34,277,198,0,0
전라남도 구례군,35_39,300,186,4,0
전라남도 고흥군,18_19,13,25,0,0
전라남도 고흥군,20_24,208,298,1,0
전라남도 고흥군,25_29,650,413,0,0
전라남도 고흥군,30_34,731,439,2,0
전라남도 고흥군,35_39,724,443,3,0
전라남도 보성군,18_19,5,31,1,0
전라남도 보성군,20_24,146,196,9,0
전라남도 보성군,25_29,483,303,0,0
전라남도 보성군,30_34,527,286,1,0
전라남도 보성군,35_39,511,295,2,0
전라남도 화순군,18_19,36,35,8,0
전라남도 화순군,20_24,409,590,12,0
전라남도 화순군,25_29,1395,789,2,0
전라남도 화순군,30_34,1623,617,2,0
전라남도 화순군,35_39,1374,439,2,0
전라남도 장흥군,18_19,8,23,2,0
전라남도 장흥군,20_24,206,237,9,0
전라남도 장흥군,25_29,505,295,1,0
전라남도 장흥군,30_34,547,248,1,0
전라남도 장흥군,35_39,565,289,2,0
전라남도 강진군,18_19,10,20,1,0
전라남도 강진군,20_24,173,201,5,0
전라남도 강진군,25_29,488,297,1,0
전라남도 강진군,30_34,522,245,3,0
전라남도 강진군,35_39,541,250,3,0
전라남도 해남군,18_19,12,33,4,0
전라남도 해남군,20_24,311,364,18,0
전라남도 해남군,25_29,838,585,1,0
전라남도 해남군,30_34,944,548,2,0
전라남도 해남군,35_39,949,551,4,0
전라남도 영암군,18_19,30,63,1,0
전라남도 영암군,20_24,952,475,6,0
전라남도 영암군,25_29,2393,508,2,0
전라남도 영암군,30_34,2374,467,3,0
전라남도 영암군,35_39,2727,500,7,0
전라남도 무안군,18_19,26,49,13,0
전라남도 무안군,20_24,478,817,27,0
전라남도 무안군,25_29,1480,1074,4,0
전라남도 무안군,30_34,1624,877,9,0
전라남도 무안군,35_39,1598,858,28,0
전라남도 함평군,18_19,15,27,1,0
전라남도 함평군,20_24,234,219,5,0
전라남도 함평군,25_29,556,295,1,0
전라남도 함평군,30_34,652,241,1,0
전라남도 함평군,35_39,620,232,3,0
전라남도 영광군,18_19,21,50,2,0
전라남도 영광군,20_24,269,414,7,0
전라남도 영광군,25_29,825,532,0,0
전라남도 영광군,30_34,917,411,3,0
전라남도 영광군,35_39,930,474,16,0
전라남도 장성군,18_19,26,15,3,0
전라남도 장성군,20_24,382,255,4,0
전라남도 장성군,25_29,1023,449,3,0
전라남도 장성군,30_34,1247,349,3,0
전라남도 장성군,35_39,1245,333,6,0
전라남도 완도군,18_19,19,32,2,0
전라남도 완도군,20_24,181,303,7,0
전라남도 완도군,25_29,516,383,0,0
전라남도 완도군,30_34,550,375,0,0
전라남도 완도군,35_39,598,474,6,0
전라남도 진도군,18_19,11,33,1,0
전라남도 진도군,20_24,147,188,1,0
전라남도 진도군,25_29,356,255,0,0
전라남도 진도군,30_34,360,246,0,0
전라남도 진도군,35_39,358,229,3,0
전라남도 신안군,18_19,1,14,1,0
전라남도 신안군,20_24,115,220,2,0
전라남도 신안군,25_29,368,326,2,0
전라남도 신안군,30_34,455,294,2,0
전라남도 신안군,35_39,491,338,1,0
경상북도 포항시,18_19,190,338,28,0
경상북도 포항시,20_24,4092,3742,97,0
경상북도 포항시,25_29,14371,5912,43,0
경상북도 포항시,30_34,16281,5348,72,0
경상북도 포항시,35_39,14978,4646,185,0
경상북도 경주시,18_19,244,237,19,0
경상북도 경주시,20_24,2485,2281,41,0
경상북도 경주시,25_29,7504,2788,7,0
경상북도 경주시,30_34,9332,2588,9,0
경상북도 경주시,35_39,9725,2215,57,0
경상북도 김천시,18_19,72,90,10,0
경상북도 김천시,20_24,1083,973,28,0
경상북도 김천시,25_29,4073,1401,2,0
경상북도 김천시,30_34,5072,1455,12,0
경상북도 김천시,35_39,4408,1254,29,0
경상북도 안동시,18_19,87,133,15,0
경상북도 안동시,20_24,1253,1429,43,0
경상북도 안동시,25_29,3044,1678,7,0
경상북도 안동시,30_34,3215,1457,9,0
경상북도 안동시,35_39,2992,1350,21,0
경상북도 구미시,18_19,356,347,40,0
경상북도 구미시,20_24,3108,4026,84,0
경상북도 구미시,25_29,10812,6054,17,0
경상북도 구미시,30_34,13279,5827,45,0
경상북도 구미시,35_39,12789,5027,130,0
경상북도 영주시,18_19,22,86,13,0
경상북도 영주시,20_24,450,798,24,0
경상북도 영주시,25_29,1322,956,4,0
경상북도 영주시,30_34,1606,778,6,0
경상북도 영주시,35_39,1721,770,16,0
경상북도 영천시,18_19,83,41,1,0
경상북도 영천시,20_24,787,604,10,0
경상북도 영천시,25_29,2239,988,3,0
경상북도 영천시,30_34,2833,959,7,0
경상북도 영천시,35_39,2983,911,19,0
경상북도 상주시,18_19,28,45,5,0
경상북도 상주시,20_24,369,627,11,0
경상북도 상주시,25_29,1202,830,4,0
경상북도 상주시,30_34,1279,759,13,0
경상북도 상주시,35_39,1326,810,14,0
경상북도 문경시,18_19,17,37,7,0
경상북도 문경시,20_24,346,501,11,0
경상북도 문경시,25_29,903,612,2,0
경상북도 문경시,30_34,953,569,2,0
경상북도 문경시,35_39,1059,550,12,0
경상북도 경산시,18_19,230,154,12,0
경상북도 경산시,20_24,2421,3488,63,0
경상북도 경산시,25_29,6864,4623,22,0
경상북도 경산시,30_34,7910,4015,17,0
경상북도 경산시,35_39,7565,3214,45,0
경상북도 군위군,18_19,18,6,0,0
경상북도 군위군,20_24,96,81,0,0
경상북도 군위군,25_29,274,155,3,0
경상북도 군위군,30_34,363,173,2,0
경상북도 군위군,35_39,412,158,0,0
경상북도 의성군,18_19,2,23,3,0
경상북도 의성군,20_24,137,200,7,0
경상북도 의성군,25_29,413,287,0,0
경상북도 의성군,30_34,582,348,1,0
경상북도 의성군,35_39,623,394,5,0
경상북도 청송군,18_19,0,10,1,0
경상북도 청송군,20_24,72,107,3,0
경상북도 청송군,25_29,245,156,1,0
경상북도 청송군,30_34,268,170,0,0
경상북도 청송군,35_39,317,180,2,0
경상북도 영양군,18_19,0,22,2,0
경상북도 영양군,20_24,57,111,1,0
경상북도 영양군,25_29,109,80,1,0
경상북도 영양군,30_34,163,92,0,0
경상북도 영양군,35_39,195,90,1,0
경상북도 영덕군,18_19,4,18,2,0
경상북도 영덕군,20_24,112,184,1,0
경상북도 영덕군,25_29,338,222,0,0
경상북도 영덕군,30_34,449,269,0,0
경상북도 영덕군,35_39,469,242,5,0
경상북도 청도군,18_19,9,19,0,0
경상북도 청도군,20_24,180,221,2,0
경상북도 청도군,25_29,638,322,0,0
경상북도 청도군,30_34,785,335,1,0
경상북도 청도군,35_39,729,340,3,0
경상북도 고령군,18_19,15,18,2,0
경상북도 고령군,20_24,358,172,3,0
경상북도 고령군,25_29,859,301,1,0
경상북도 고령군,30_34,1014,270,1,0
경상북도 고령군,35_39,1084,255,2,0
경상북도 성주군,18_19,19,6,1,0
경상북도 성주군,20_24,360,208,1,0
경상북도 성주군,25_29,1068,349,2,0
경상북도 성주군,30_34,1437,421,0,0
경상북도 성주군,35_39,1426,412,4,0
경상북도 칠곡군,18_19,75,49,6,0
경상북도 칠곡군,20_24,1150,863,9,0
경상북도 칠곡군,25_29,2967,1201,1,0
경상북도 칠곡군,30_34,3755,1225,9,0
경상북도 칠곡군,35_39,3981,1255,12,0
경상북도 예천군,18_19,20,28,3,0
경상북도 예천군,20_24,206,269,10,0
경상북도 예천군,25_29,432,409,2,0
경상북도 예천군,30_34,648,377,4,0
경상북도 예천군,35_39,777,458,18,0
경상북도 봉화군,18_19,8,20,1,0
경상북도 봉화군,20_24,101,106,8,0
경상북도 봉화군,25_29,196,181,0,0
경상북도 봉화군,30_34,256,175,0,0
경상북도 봉화군,35_39,314,201,1,0
경상북도 울진군,18_19,18,53,5,0
경상북도 울진군,20_24,198,342,7,0
경상북도 울진군,25_29,571,412,2,0
경상북도 울진군,30_34,657,338,9,0
경상북도 울진군,35_39,619,344,14,0
경상북도 울릉군,18_19,3,10,2,0
경상북도 울릉군,20_24,37,47,1,0
경상북도 울릉군,25_29,92,71,1,0
경상북도 울릉군,30_34,111,80,0,0
경상북도 울릉군,35_39,118,74,1,0
경상남도 창원시,18_19,472,626,85,0
경상남도 창원시,20_24,7235,8238,221,0
경상남도 창원시,25_29,24647,13095,49,0
경상남도 창원시,30_34,29081,12482,93,0
경상남도 창원시,35_39,29005,10452,324,0
경상남도 진주시,18_19,185,278,34,0
경상남도 진주시,20_24,2438,3824,102,0
경상남도 진주시,25_29,8402,5134,32,0
경상남도 진주시,30_34,11220,4116,23,0
경상남도 진주시,35_39,9158,3368,79,0
경상남도 통영시,18_19,35,129,10,0
경상남도 통영시,20_24,554,930,16,0
경상남도 통영시,25_29,1528,1137,4,0
경상남도 통영시,30_34,1866,1095,4,0
경상남도 통영시,35_39,1963,1329,11,0
경상남도 사천시,18_19,134,84,9,0
경상남도 사천시,20_24,1006,809,18,0
경상남도 사천시,25_29,3142,1085,3,0
경상남도 사천시,30_34,4062,939,8,0
경상남도 사천시,35_39,3664,909,28,0
경상남도 김해시,18_19,371,497,48,0
경상남도 김해시,20_24,4652,5372,82,0
경상남도 김해시,25_29,12084,7321,16,0
경상남도 김해시,30_34,16247,6766,41,0
경상남도 김해시,35_39,15591,5600,145,0
경상남도 밀양시,18_19,49,90,3,0
경상남도 밀양시,20_24,712,801,14,0
경상남도 밀양시,25_29,2038,942,1,0
경상남도 밀양시,30_34,2532,1003,5,0
경상남도 밀양시,35_39,2458,917,15,0
경상남도 거제시,18_19,150,251,22,0
경상남도 거제시,20_24,1633,1964,30,0
경상남도 거제시,25_29,4691,2419,8,0
경상남도 거제시,30_34,6021,2299,9,0
경상남도 거제시,35_39,8335,2718,73,0
경상남도 양산시,18_19,203,237,26,0
경상남도 양산시,20_24,2305,2858,38,0
경상남도 양산시,25_29,7161,4580,14,0
경상남도 양산시,30_34,9551,4599,32,0
경상남도 양산시,35_39,9602,4188,131,0
경상남도 의령군,18_19,12,7,0,0
경상남도 의령군,20_24,124,130,1,0
경상남도 의령군,25_29,384,194,0,0
경상남도 의령군,30_34,517,191,1,0
경상남도 의령군,35_39,498,174,3,0
경상남도 함안군,18_19,46,37,3,0
경상남도 함안군,20_24,890,325,1,0
경상남도 함안군,25_29,2208,463,0,0
경상남도 함안군,30_34,2706,480,3,0
경상남도 함안군,35_39,3001,481,11,0
경상남도 창녕군,18_19,23,18,2,0
경상남도 창녕군,20_24,395,281,5,0
경상남도 창녕군,25_29,1085,455,0,0
경상남도 창녕군,30_34,1512,479,3,0
경상남도 창녕군,35_39,1747,479,5,0
경상남도 고성군,18_19,13,16,3,0
경상남도 고성군,20_24,257,311,3,0
경상남도 고성군,25_29,819,386,0,0
경상남도 고성군,30_34,962,352,1,0
경상남도 고성군,35_39,1091,387,5,0
경상남도 남해군,18_19,18,35,2,0
경상남도 남해군,20_24,196,238,2,0
경상남도 남해군,25_29,477,309,1,0
경상남도 남해군,30_34,470,258,1,0
경상남도 남해군,35_39,509,297,2,0
경상남도 하동군,18_19,10,24,2,0
경상남도 하동군,20_24,120,212,4,0
경상남도 하동군,25_29,396,279,0,0
경상남도 하동군,30_34,553,287,1,0
경상남도 하동군,35_39,539,328,3,0
경상남도 산청군,18_19,12,16,0,0
경상남도 산청군,20_24,114,170,1,0
경상남도 산청군,25_29,377,273,1,0
경상남도 산청군,30_34,529,277,1,0
경상남도 산청군,35_39,549,240,3,0
경상남도 함양군,18_19,8,14,0,0
경상남도 함양군,20_24,159,221,2,0
경상남도 함양군,25_29,399,292,2,0
경상남도 함양군,30_34,395,282,0,0
경상남도 함양군,35_39,469,258,1,0
경상남도 거창군,18_19,16,48,1,0
경상남도 거창군,20_24,303,467,9,0
경상남도 거창군,25_29,795,576,2,0
경상남도 거창군,30_34,843,533,1,0
경상남도 거창군,35_39,905,496,9,0
경상남도 합천군,18_19,3,13,3,0
경상남도 합천군,20_24,109,181,1,0
경상남도 합천군,25_29,438,258,0,0
경상남도 합천군,30_34,511,243,1,0
경상남도 합천군,35_39,596,236,2,0
제주특별자치도 제주시,18_19,449,488,36,0
제주특별자치도 제주시,20_24,5155,5242,78,0
제주특별자치도 제주시,25_29,13458,6915,14,0
제주특별자치도 제주시,30_34,16646,6941,28,0
제주특별자치도 제주시,35_39,14589,6226,83,0
제주특별자치도 서귀포시,18_19,232,223,8,0
제주특별자치도 서귀포시,20_24,1915,1617,24,0
제주특별자치도 서귀포시,25_29,4336,2143,2,0
제주특별자치도 서귀포시,30_34,4631,2165,12,0
제주특별자치도 서귀포시,35_39,4204,2256,27,0
